10145.3373139,53.086113104016896,249,150,9879.03158127
9970.77385211,42.466767949002005,249,350,9609.33791058
10039.953722,43.898722479638465,249,700,9188.50275437
10131.185567,58.86544952751179,249,250,9874.09793814
9839.22276136,42.38574772356651,249,300,9695.81575863
9863.11659833,45.817504729594084,249,500,9517.58691331
9920.65514994,23.97609786110128,249,50,9886.8965285
9994.99852512,34.01039433448114,249,350,9700.93225418
9932.12132353,24.52580630485436,249,250,9745.84660689
10032.8705858,15.875705638199612,249,750,9216.48350628
10080.5837844,32.44102522336232,249,300,9741.65683192
9961.9075299,90.90663100130487,249,1000,9032.44878453
9841.49997895,47.42121950974882,249,400,9572.65787368
10781.8966951,224.80217886086027,249,450,9385.34494303
9903.94509383,28.034238344488422,249,200,9778.71881804
9999.19697333,2.769956762834238,249,0,9999.19697333
10100.3825137,33.20313372136302,249,1250,8706.93989071
9961.33760868,13.89539055101674,249,100,9856.08315106
10415.3046272,133.07170457238897,249,450,9703.69175627
10169.8653199,71.66463839733152,249,400,9469.52861953
9886.30934853,33.867319952597754,249,200,9756.3139844
10053.9466547,46.236825064196786,249,350,9438.16007958
9949.76499346,36.421429828523166,249,1300,8699.66473445
9918.02127738,26.943690609522438,249,800,9348.53940364
10001.8576083,16.76909412213626,249,450,9609.44274761
10026.7660295,64.01065492818785,249,350,9664.31262768
9978.1118092,6.775816340606711,249,300,9716.04238467
9871.67381907,78.79912141842898,249,800,9551.21601305
9717.3643486,108.15436664091862,249,700,9282.58234272
9992.46647318,16.30113967145889,249,0,9992.46647318
10022.9838905,18.497343847911033,249,150,9877.25616791
9796.4819412,129.8673497316652,249,800,9045.38027104
9865.31990367,54.24725712913342,249,50,9840.55687108
9979.11742693,7.54434959018935,249,700,9287.20003134
10092.7038893,39.29179741899922,249,300,9694.11137455
9833.30262719,78.00904453240679,249,1000,9080.04151053
8892.99380594,441.8391108318931,249,1950,8421.01928361
9719.42314905,96.56968876956208,249,100,9690.32241661
9998.83767535,3.6130860037417034,249,50,9948.74749499
10016.458793,19.30004315632293,249,550,9418.60615938
10040.9998103,20.088247193353077,249,200,9852.86242692
9930.61919814,44.954042866492955,249,550,9441.91950774
9955.01876116,14.450656925983628,249,100,9873.12831697
9964.2634508,14.795247507095164,249,0,9964.2634508
9900.34482759,34.97758735430243,249,100,9840.34482759
9997.46280108,2.2542570291775847,249,50,9950.87979926
9938.91582565,22.883311933177268,249,0,9938.91582565
9978.96414792,4.688967948917976,249,150,9843.30676859
